date_key,full_date,year,quarter,month_number,month_name,year_month,week_of_year,day_of_week_number,day_name,is_weekend
20151020,2015-10-20,2015,Q4,10,October,2015-10,43,2,Tuesday,0
20151021,2015-10-21,2015,Q4,10,October,2015-10,43,3,Wednesday,0
20151022,2015-10-22,2015,Q4,10,October,2015-10,43,4,Thursday,0
20151023,2015-10-23,2015,Q4,10,October,2015-10,43,5,Friday,0
20151024,2015-10-24,2015,Q4,10,October,2015-10,43,6,Saturday,1
20151025,2015-10-25,2015,Q4,10,October,2015-10,43,7,Sunday,1
20151026,2015-10-26,2015,Q4,10,October,2015-10,44,1,Monday,0
20151027,2015-10-27,2015,Q4,10,October,2015-10,44,2,Tuesday,0
20151028,2015-10-28,2015,Q4,10,October,2015-10,44,3,Wednesday,0
20151029,2015-10-29,2015,Q4,10,October,2015-10,44,4,Thursday,0
20151030,2015-10-30,2015,Q4,10,October,2015-10,44,5,Friday,0
20151031,2015-10-31,2015,Q4,10,October,2015-10,44,6,Saturday,1
20151101,2015-11-01,2015,Q4,11,November,2015-11,44,7,Sunday,1
20151102,2015-11-02,2015,Q4,11,November,2015-11,45,1,Monday,0
20151103,2015-11-03,2015,Q4,11,November,2015-11,45,2,Tuesday,0
20151104,2015-11-04,2015,Q4,11,November,2015-11,45,3,Wednesday,0
20151105,2015-11-05,2015,Q4,11,November,2015-11,45,4,Thursday,0
20151106,2015-11-06,2015,Q4,11,November,2015-11,45,5,Friday,0
20151107,2015-11-07,2015,Q4,11,November,2015-11,45,6,Saturday,1
20151108,2015-11-08,2015,Q4,11,November,2015-11,45,7,Sunday,1
20151109,2015-11-09,2015,Q4,11,November,2015-11,46,1,Monday,0
20151110,2015-11-10,2015,Q4,11,November,2015-11,46,2,Tuesday,0
20151111,2015-11-11,2015,Q4,11,November,2015-11,46,3,Wednesday,0
20151112,2015-11-12,2015,Q4,11,November,2015-11,46,4,Thursday,0
20151113,2015-11-13,2015,Q4,11,November,2015-11,46,5,Friday,0
20151114,2015-11-14,2015,Q4,11,November,2015-11,46,6,Saturday,1
20151115,2015-11-15,2015,Q4,11,November,2015-11,46,7,Sunday,1
20151116,2015-11-16,2015,Q4,11,November,2015-11,47,1,Monday,0
20151117,2015-11-17,2015,Q4,11,November,2015-11,47,2,Tuesday,0
20151118,2015-11-18,2015,Q4,11,November,2015-11,47,3,Wednesday,0
20151119,2015-11-19,2015,Q4,11,November,2015-11,47,4,Thursday,0
20151120,2015-11-20,2015,Q4,11,November,2015-11,47,5,Friday,0
20151121,2015-11-21,2015,Q4,11,November,2015-11,47,6,Saturday,1
20151122,2015-11-22,2015,Q4,11,November,2015-11,47,7,Sunday,1
20151123,2015-11-23,2015,Q4,11,November,2015-11,48,1,Monday,0
20151124,2015-11-24,2015,Q4,11,November,2015-11,48,2,Tuesday,0
20151125,2015-11-25,2015,Q4,11,November,2015-11,48,3,Wednesday,0
20151126,2015-11-26,2015,Q4,11,November,2015-11,48,4,Thursday,0
20151127,2015-11-27,2015,Q4,11,November,2015-11,48,5,Friday,0
20151128,2015-11-28,2015,Q4,11,November,2015-11,48,6,Saturday,1
20151129,2015-11-29,2015,Q4,11,November,2015-11,48,7,Sunday,1
20151130,2015-11-30,2015,Q4,11,November,2015-11,49,1,Monday,0
20151201,2015-12-01,2015,Q4,12,December,2015-12,49,2,Tuesday,0
20151202,2015-12-02,2015,Q4,12,December,2015-12,49,3,Wednesday,0
20151203,2015-12-03,2015,Q4,12,December,2015-12,49,4,Thursday,0
20151204,2015-12-04,2015,Q4,12,December,2015-12,49,5,Friday,0
20151205,2015-12-05,2015,Q4,12,December,2015-12,49,6,Saturday,1
20151206,2015-12-06,2015,Q4,12,December,2015-12,49,7,Sunday,1
20151207,2015-12-07,2015,Q4,12,December,2015-12,50,1,Monday,0
20151208,2015-12-08,2015,Q4,12,December,2015-12,50,2,Tuesday,0
20151209,2015-12-09,2015,Q4,12,December,2015-12,50,3,Wednesday,0
20151210,2015-12-10,2015,Q4,12,December,2015-12,50,4,Thursday,0
20151211,2015-12-11,2015,Q4,12,December,2015-12,50,5,Friday,0
20151212,2015-12-12,2015,Q4,12,December,2015-12,50,6,Saturday,1
20151213,2015-12-13,2015,Q4,12,December,2015-12,50,7,Sunday,1
20151214,2015-12-14,2015,Q4,12,December,2015-12,51,1,Monday,0
20151215,2015-12-15,2015,Q4,12,December,2015-12,51,2,Tuesday,0
20151216,2015-12-16,2015,Q4,12,December,2015-12,51,3,Wednesday,0
20151217,2015-12-17,2015,Q4,12,December,2015-12,51,4,Thursday,0
20151218,2015-12-18,2015,Q4,12,December,2015-12,51,5,Friday,0
20151219,2015-12-19,2015,Q4,12,December,2015-12,51,6,Saturday,1
20151220,2015-12-20,2015,Q4,12,December,2015-12,51,7,Sunday,1
20151221,2015-12-21,2015,Q4,12,December,2015-12,52,1,Monday,0
20151222,2015-12-22,2015,Q4,12,December,2015-12,52,2,Tuesday,0
20151223,2015-12-23,2015,Q4,12,December,2015-12,52,3,Wednesday,0
20151224,2015-12-24,2015,Q4,12,December,2015-12,52,4,Thursday,0
20151225,2015-12-25,2015,Q4,12,December,2015-12,52,5,Friday,0
20151226,2015-12-26,2015,Q4,12,December,2015-12,52,6,Saturday,1
20151227,2015-12-27,2015,Q4,12,December,2015-12,52,7,Sunday,1
20151228,2015-12-28,2015,Q4,12,December,2015-12,53,1,Monday,0
20151229,2015-12-29,2015,Q4,12,December,2015-12,53,2,Tuesday,0
20151230,2015-12-30,2015,Q4,12,December,2015-12,53,3,Wednesday,0
20151231,2015-12-31,2015,Q4,12,December,2015-12,53,4,Thursday,0
20160101,2016-01-01,2016,Q1,1,January,2016-01,53,5,Friday,0
20160102,2016-01-02,2016,Q1,1,January,2016-01,53,6,Saturday,1
20160103,2016-01-03,2016,Q1,1,January,2016-01,53,7,Sunday,1
20160104,2016-01-04,2016,Q1,1,January,2016-01,1,1,Monday,0
20160105,2016-01-05,2016,Q1,1,January,2016-01,1,2,Tuesday,0
20160106,2016-01-06,2016,Q1,1,January,2016-01,1,3,Wednesday,0
20160107,2016-01-07,2016,Q1,1,January,2016-01,1,4,Thursday,0
20160108,2016-01-08,2016,Q1,1,January,2016-01,1,5,Friday,0
20160109,2016-01-09,2016,Q1,1,January,2016-01,1,6,Saturday,1
20160110,2016-01-10,2016,Q1,1,January,2016-01,1,7,Sunday,1
20160111,2016-01-11,2016,Q1,1,January,2016-01,2,1,Monday,0
20160112,2016-01-12,2016,Q1,1,January,2016-01,2,2,Tuesday,0
20160113,2016-01-13,2016,Q1,1,January,2016-01,2,3,Wednesday,0
20160114,2016-01-14,2016,Q1,1,January,2016-01,2,4,Thursday,0
20160115,2016-01-15,2016,Q1,1,January,2016-01,2,5,Friday,0
20160116,2016-01-16,2016,Q1,1,January,2016-01,2,6,Saturday,1
20160117,2016-01-17,2016,Q1,1,January,2016-01,2,7,Sunday,1
20160118,2016-01-18,2016,Q1,1,January,2016-01,3,1,Monday,0
20160119,2016-01-19,2016,Q1,1,January,2016-01,3,2,Tuesday,0
20160120,2016-01-20,2016,Q1,1,January,2016-01,3,3,Wednesday,0
20160121,2016-01-21,2016,Q1,1,January,2016-01,3,4,Thursday,0
20160122,2016-01-22,2016,Q1,1,January,2016-01,3,5,Friday,0
20160123,2016-01-23,2016,Q1,1,January,2016-01,3,6,Saturday,1
20160124,2016-01-24,2016,Q1,1,January,2016-01,3,7,Sunday,1
20160125,2016-01-25,2016,Q1,1,January,2016-01,4,1,Monday,0
20160126,2016-01-26,2016,Q1,1,January,2016-01,4,2,Tuesday,0
20160127,2016-01-27,2016,Q1,1,January,2016-01,4,3,Wednesday,0
20160128,2016-01-28,2016,Q1,1,January,2016-01,4,4,Thursday,0
20160129,2016-01-29,2016,Q1,1,January,2016-01,4,5,Friday,0
20160130,2016-01-30,2016,Q1,1,January,2016-01,4,6,Saturday,1
20160131,2016-01-31,2016,Q1,1,January,2016-01,4,7,Sunday,1
20160201,2016-02-01,2016,Q1,2,February,2016-02,5,1,Monday,0
20160202,2016-02-02,2016,Q1,2,February,2016-02,5,2,Tuesday,0
20160203,2016-02-03,2016,Q1,2,February,2016-02,5,3,Wednesday,0
20160204,2016-02-04,2016,Q1,2,February,2016-02,5,4,Thursday,0
20160205,2016-02-05,2016,Q1,2,February,2016-02,5,5,Friday,0
20160206,2016-02-06,2016,Q1,2,February,2016-02,5,6,Saturday,1
20160207,2016-02-07,2016,Q1,2,February,2016-02,5,7,Sunday,1
20160208,2016-02-08,2016,Q1,2,February,2016-02,6,1,Monday,0
20160209,2016-02-09,2016,Q1,2,February,2016-02,6,2,Tuesday,0
20160210,2016-02-10,2016,Q1,2,February,2016-02,6,3,Wednesday,0
20160211,2016-02-11,2016,Q1,2,February,2016-02,6,4,Thursday,0
20160212,2016-02-12,2016,Q1,2,February,2016-02,6,5,Friday,0
20160213,2016-02-13,2016,Q1,2,February,2016-02,6,6,Saturday,1
20160214,2016-02-14,2016,Q1,2,February,2016-02,6,7,Sunday,1
20160215,2016-02-15,2016,Q1,2,February,2016-02,7,1,Monday,0
20160216,2016-02-16,2016,Q1,2,February,2016-02,7,2,Tuesday,0
20160217,2016-02-17,2016,Q1,2,February,2016-02,7,3,Wednesday,0
20160218,2016-02-18,2016,Q1,2,February,2016-02,7,4,Thursday,0
20160219,2016-02-19,2016,Q1,2,February,2016-02,7,5,Friday,0
20160220,2016-02-20,2016,Q1,2,February,2016-02,7,6,Saturday,1
20160221,2016-02-21,2016,Q1,2,February,2016-02,7,7,Sunday,1
20160222,2016-02-22,2016,Q1,2,February,2016-02,8,1,Monday,0
20160223,2016-02-23,2016,Q1,2,February,2016-02,8,2,Tuesday,0
20160224,2016-02-24,2016,Q1,2,February,2016-02,8,3,Wednesday,0
20160225,2016-02-25,2016,Q1,2,February,2016-02,8,4,Thursday,0
20160226,2016-02-26,2016,Q1,2,February,2016-02,8,5,Friday,0
20160227,2016-02-27,2016,Q1,2,February,2016-02,8,6,Saturday,1
20160228,2016-02-28,2016,Q1,2,February,2016-02,8,7,Sunday,1
20160229,2016-02-29,2016,Q1,2,February,2016-02,9,1,Monday,0
20160301,2016-03-01,2016,Q1,3,March,2016-03,9,2,Tuesday,0
20160302,2016-03-02,2016,Q1,3,March,2016-03,9,3,Wednesday,0
20160303,2016-03-03,2016,Q1,3,March,2016-03,9,4,Thursday,0
20160304,2016-03-04,2016,Q1,3,March,2016-03,9,5,Friday,0
20160305,2016-03-05,2016,Q1,3,March,2016-03,9,6,Saturday,1
20160306,2016-03-06,2016,Q1,3,March,2016-03,9,7,Sunday,1
20160307,2016-03-07,2016,Q1,3,March,2016-03,10,1,Monday,0
20160308,2016-03-08,2016,Q1,3,March,2016-03,10,2,Tuesday,0
20160309,2016-03-09,2016,Q1,3,March,2016-03,10,3,Wednesday,0
20160310,2016-03-10,2016,Q1,3,March,2016-03,10,4,Thursday,0
20160311,2016-03-11,2016,Q1,3,March,2016-03,10,5,Friday,0
20160312,2016-03-12,2016,Q1,3,March,2016-03,10,6,Saturday,1
20160313,2016-03-13,2016,Q1,3,March,2016-03,10,7,Sunday,1
20160314,2016-03-14,2016,Q1,3,March,2016-03,11,1,Monday,0
20160315,2016-03-15,2016,Q1,3,March,2016-03,11,2,Tuesday,0
20160316,2016-03-16,2016,Q1,3,March,2016-03,11,3,Wednesday,0
20160317,2016-03-17,2016,Q1,3,March,2016-03,11,4,Thursday,0
20160318,2016-03-18,2016,Q1,3,March,2016-03,11,5,Friday,0
20160319,2016-03-19,2016,Q1,3,March,2016-03,11,6,Saturday,1
20160320,2016-03-20,2016,Q1,3,March,2016-03,11,7,Sunday,1
20160321,2016-03-21,2016,Q1,3,March,2016-03,12,1,Monday,0
20160322,2016-03-22,2016,Q1,3,March,2016-03,12,2,Tuesday,0
20160323,2016-03-23,2016,Q1,3,March,2016-03,12,3,Wednesday,0
20160324,2016-03-24,2016,Q1,3,March,2016-03,12,4,Thursday,0
20160325,2016-03-25,2016,Q1,3,March,2016-03,12,5,Friday,0
20160326,2016-03-26,2016,Q1,3,March,2016-03,12,6,Saturday,1
20160327,2016-03-27,2016,Q1,3,March,2016-03,12,7,Sunday,1
20160328,2016-03-28,2016,Q1,3,March,2016-03,13,1,Monday,0
20160329,2016-03-29,2016,Q1,3,March,2016-03,13,2,Tuesday,0
20160330,2016-03-30,2016,Q1,3,March,2016-03,13,3,Wednesday,0
20160331,2016-03-31,2016,Q1,3,March,2016-03,13,4,Thursday,0
20160401,2016-04-01,2016,Q2,4,April,2016-04,13,5,Friday,0
20160402,2016-04-02,2016,Q2,4,April,2016-04,13,6,Saturday,1
20160403,2016-04-03,2016,Q2,4,April,2016-04,13,7,Sunday,1
20160404,2016-04-04,2016,Q2,4,April,2016-04,14,1,Monday,0
20160405,2016-04-05,2016,Q2,4,April,2016-04,14,2,Tuesday,0
20160406,2016-04-06,2016,Q2,4,April,2016-04,14,3,Wednesday,0
20160407,2016-04-07,2016,Q2,4,April,2016-04,14,4,Thursday,0
20160408,2016-04-08,2016,Q2,4,April,2016-04,14,5,Friday,0
20160409,2016-04-09,2016,Q2,4,April,2016-04,14,6,Saturday,1
20160410,2016-04-10,2016,Q2,4,April,2016-04,14,7,Sunday,1
20160411,2016-04-11,2016,Q2,4,April,2016-04,15,1,Monday,0
20160412,2016-04-12,2016,Q2,4,April,2016-04,15,2,Tuesday,0
20160413,2016-04-13,2016,Q2,4,April,2016-04,15,3,Wednesday,0
20160414,2016-04-14,2016,Q2,4,April,2016-04,15,4,Thursday,0
20160415,2016-04-15,2016,Q2,4,April,2016-04,15,5,Friday,0
20160416,2016-04-16,2016,Q2,4,April,2016-04,15,6,Saturday,1
20160417,2016-04-17,2016,Q2,4,April,2016-04,15,7,Sunday,1
20160418,2016-04-18,2016,Q2,4,April,2016-04,16,1,Monday,0
20160419,2016-04-19,2016,Q2,4,April,2016-04,16,2,Tuesday,0
20160420,2016-04-20,2016,Q2,4,April,2016-04,16,3,Wednesday,0
20160421,2016-04-21,2016,Q2,4,April,2016-04,16,4,Thursday,0
20160422,2016-04-22,2016,Q2,4,April,2016-04,16,5,Friday,0
20160423,2016-04-23,2016,Q2,4,April,2016-04,16,6,Saturday,1
20160424,2016-04-24,2016,Q2,4,April,2016-04,16,7,Sunday,1
20160425,2016-04-25,2016,Q2,4,April,2016-04,17,1,Monday,0
20160426,2016-04-26,2016,Q2,4,April,2016-04,17,2,Tuesday,0
20160427,2016-04-27,2016,Q2,4,April,2016-04,17,3,Wednesday,0
20160428,2016-04-28,2016,Q2,4,April,2016-04,17,4,Thursday,0
20160429,2016-04-29,2016,Q2,4,April,2016-04,17,5,Friday,0
20160430,2016-04-30,2016,Q2,4,April,2016-04,17,6,Saturday,1
20160501,2016-05-01,2016,Q2,5,May,2016-05,17,7,Sunday,1
20160502,2016-05-02,2016,Q2,5,May,2016-05,18,1,Monday,0
20160503,2016-05-03,2016,Q2,5,May,2016-05,18,2,Tuesday,0
20160504,2016-05-04,2016,Q2,5,May,2016-05,18,3,Wednesday,0
20160505,2016-05-05,2016,Q2,5,May,2016-05,18,4,Thursday,0
20160506,2016-05-06,2016,Q2,5,May,2016-05,18,5,Friday,0
20160507,2016-05-07,2016,Q2,5,May,2016-05,18,6,Saturday,1
20160508,2016-05-08,2016,Q2,5,May,2016-05,18,7,Sunday,1
20160509,2016-05-09,2016,Q2,5,May,2016-05,19,1,Monday,0
20160510,2016-05-10,2016,Q2,5,May,2016-05,19,2,Tuesday,0
20160511,2016-05-11,2016,Q2,5,May,2016-05,19,3,Wednesday,0
20160512,2016-05-12,2016,Q2,5,May,2016-05,19,4,Thursday,0
20160513,2016-05-13,2016,Q2,5,May,2016-05,19,5,Friday,0
20160514,2016-05-14,2016,Q2,5,May,2016-05,19,6,Saturday,1
20160515,2016-05-15,2016,Q2,5,May,2016-05,19,7,Sunday,1
20160516,2016-05-16,2016,Q2,5,May,2016-05,20,1,Monday,0
20160517,2016-05-17,2016,Q2,5,May,2016-05,20,2,Tuesday,0
20160518,2016-05-18,2016,Q2,5,May,2016-05,20,3,Wednesday,0
20160519,2016-05-19,2016,Q2,5,May,2016-05,20,4,Thursday,0
20160520,2016-05-20,2016,Q2,5,May,2016-05,20,5,Friday,0
20160521,2016-05-21,2016,Q2,5,May,2016-05,20,6,Saturday,1
20160522,2016-05-22,2016,Q2,5,May,2016-05,20,7,Sunday,1
20160523,2016-05-23,2016,Q2,5,May,2016-05,21,1,Monday,0
20160524,2016-05-24,2016,Q2,5,May,2016-05,21,2,Tuesday,0
20160525,2016-05-25,2016,Q2,5,May,2016-05,21,3,Wednesday,0
20160526,2016-05-26,2016,Q2,5,May,2016-05,21,4,Thursday,0
20160527,2016-05-27,2016,Q2,5,May,2016-05,21,5,Friday,0
20160528,2016-05-28,2016,Q2,5,May,2016-05,21,6,Saturday,1
20160529,2016-05-29,2016,Q2,5,May,2016-05,21,7,Sunday,1
20160530,2016-05-30,2016,Q2,5,May,2016-05,22,1,Monday,0
20160531,2016-05-31,2016,Q2,5,May,2016-05,22,2,Tuesday,0
20160601,2016-06-01,2016,Q2,6,June,2016-06,22,3,Wednesday,0
20160602,2016-06-02,2016,Q2,6,June,2016-06,22,4,Thursday,0
20160603,2016-06-03,2016,Q2,6,June,2016-06,22,5,Friday,0
20160604,2016-06-04,2016,Q2,6,June,2016-06,22,6,Saturday,1
20160605,2016-06-05,2016,Q2,6,June,2016-06,22,7,Sunday,1
20160606,2016-06-06,2016,Q2,6,June,2016-06,23,1,Monday,0
20160607,2016-06-07,2016,Q2,6,June,2016-06,23,2,Tuesday,0
20160608,2016-06-08,2016,Q2,6,June,2016-06,23,3,Wednesday,0
20160609,2016-06-09,2016,Q2,6,June,2016-06,23,4,Thursday,0
20160610,2016-06-10,2016,Q2,6,June,2016-06,23,5,Friday,0
20160611,2016-06-11,2016,Q2,6,June,2016-06,23,6,Saturday,1
20160612,2016-06-12,2016,Q2,6,June,2016-06,23,7,Sunday,1
20160613,2016-06-13,2016,Q2,6,June,2016-06,24,1,Monday,0
20160614,2016-06-14,2016,Q2,6,June,2016-06,24,2,Tuesday,0
20160615,2016-06-15,2016,Q2,6,June,2016-06,24,3,Wednesday,0
20160616,2016-06-16,2016,Q2,6,June,2016-06,24,4,Thursday,0
20160617,2016-06-17,2016,Q2,6,June,2016-06,24,5,Friday,0
20160618,2016-06-18,2016,Q2,6,June,2016-06,24,6,Saturday,1
20160619,2016-06-19,2016,Q2,6,June,2016-06,24,7,Sunday,1
20160620,2016-06-20,2016,Q2,6,June,2016-06,25,1,Monday,0
20160621,2016-06-21,2016,Q2,6,June,2016-06,25,2,Tuesday,0
20160622,2016-06-22,2016,Q2,6,June,2016-06,25,3,Wednesday,0
20160623,2016-06-23,2016,Q2,6,June,2016-06,25,4,Thursday,0
20160624,2016-06-24,2016,Q2,6,June,2016-06,25,5,Friday,0
20160625,2016-06-25,2016,Q2,6,June,2016-06,25,6,Saturday,1
20160626,2016-06-26,2016,Q2,6,June,2016-06,25,7,Sunday,1
20160627,2016-06-27,2016,Q2,6,June,2016-06,26,1,Monday,0
20160628,2016-06-28,2016,Q2,6,June,2016-06,26,2,Tuesday,0
20160629,2016-06-29,2016,Q2,6,June,2016-06,26,3,Wednesday,0
20160630,2016-06-30,2016,Q2,6,June,2016-06,26,4,Thursday,0
20160701,2016-07-01,2016,Q3,7,July,2016-07,26,5,Friday,0
20160702,2016-07-02,2016,Q3,7,July,2016-07,26,6,Saturday,1
20160703,2016-07-03,2016,Q3,7,July,2016-07,26,7,Sunday,1
20160704,2016-07-04,2016,Q3,7,July,2016-07,27,1,Monday,0
20160705,2016-07-05,2016,Q3,7,July,2016-07,27,2,Tuesday,0
20160706,2016-07-06,2016,Q3,7,July,2016-07,27,3,Wednesday,0
20160707,2016-07-07,2016,Q3,7,July,2016-07,27,4,Thursday,0
20160708,2016-07-08,2016,Q3,7,July,2016-07,27,5,Friday,0
20160709,2016-07-09,2016,Q3,7,July,2016-07,27,6,Saturday,1
20160710,2016-07-10,2016,Q3,7,July,2016-07,27,7,Sunday,1
20160711,2016-07-11,2016,Q3,7,July,2016-07,28,1,Monday,0
20160712,2016-07-12,2016,Q3,7,July,2016-07,28,2,Tuesday,0
20160713,2016-07-13,2016,Q3,7,July,2016-07,28,3,Wednesday,0
20160714,2016-07-14,2016,Q3,7,July,2016-07,28,4,Thursday,0
20160715,2016-07-15,2016,Q3,7,July,2016-07,28,5,Friday,0
20160716,2016-07-16,2016,Q3,7,July,2016-07,28,6,Saturday,1
20160717,2016-07-17,2016,Q3,7,July,2016-07,28,7,Sunday,1
20160718,2016-07-18,2016,Q3,7,July,2016-07,29,1,Monday,0
20160719,2016-07-19,2016,Q3,7,July,2016-07,29,2,Tuesday,0
20160720,2016-07-20,2016,Q3,7,July,2016-07,29,3,Wednesday,0
20160721,2016-07-21,2016,Q3,7,July,2016-07,29,4,Thursday,0
20160722,2016-07-22,2016,Q3,7,July,2016-07,29,5,Friday,0
20160723,2016-07-23,2016,Q3,7,July,2016-07,29,6,Saturday,1
20160724,2016-07-24,2016,Q3,7,July,2016-07,29,7,Sunday,1
20160725,2016-07-25,2016,Q3,7,July,2016-07,30,1,Monday,0
20160726,2016-07-26,2016,Q3,7,July,2016-07,30,2,Tuesday,0
20160727,2016-07-27,2016,Q3,7,July,2016-07,30,3,Wednesday,0
20160728,2016-07-28,2016,Q3,7,July,2016-07,30,4,Thursday,0
20160729,2016-07-29,2016,Q3,7,July,2016-07,30,5,Friday,0
20160730,2016-07-30,2016,Q3,7,July,2016-07,30,6,Saturday,1
20160731,2016-07-31,2016,Q3,7,July,2016-07,30,7,Sunday,1
20160801,2016-08-01,2016,Q3,8,August,2016-08,31,1,Monday,0
20160802,2016-08-02,2016,Q3,8,August,2016-08,31,2,Tuesday,0
20160803,2016-08-03,2016,Q3,8,August,2016-08,31,3,Wednesday,0
20160804,2016-08-04,2016,Q3,8,August,2016-08,31,4,Thursday,0
20160805,2016-08-05,2016,Q3,8,August,2016-08,31,5,Friday,0
20160806,2016-08-06,2016,Q3,8,August,2016-08,31,6,Saturday,1
